Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1988-04-14 00:00:00-04:00,0.0,0.16779406055992033,0.16370152249748327,0.16574779152870178,471200,0.0,0.0
1988-04-15 00:00:00-04:00,0.16574778309069482,0.16984032094478604,0.16574778309069482,0.16984032094478607,430000,0.0,0.0
1988-04-18 00:00:00-04:00,0.16984032094478604,0.17188658987183167,0.16779405201774045,0.16984032094478607,376400,0.0,0.0
1988-04-19 00:00:00-04:00,0.17188656330108643,0.17393283191181363,0.17188656330108643,0.17188656330108643,364400,0.0,0.0
1988-04-20 00:00:00-04:00,0.17188656680724199,0.17393283545970917,0.17188656680724199,0.17393283545970917,317600,0.0,0.0
1988-04-21 00:00:00-04:00,0.17393282419720363,0.17597909271717072,0.1718865556772365,0.17597909271717072,314400,0.0,0.0
1988-04-22 00:00:00-04:00,0.17597910411217632,0.17597910411217632,0.17393283545970917,0.17393283545970917,133600,0.0,0.0
1988-04-25 00:00:00-04:00,0.17188652550301903,0.17188652550301903,0.16779398918151858,0.16779398918151855,405200,0.0,0.0
1988-04-26 00:00:00-04:00,0.16779398918151858,0.1698402573422688,0.16779398918151858,0.16779398918151855,204800,0.0,0.0
1988-04-27 00:00:00-04:00,0.16779405201774045,0.16984032094478604,0.16779405201774045,0.16984032094478607,47600,0.0,0.0
1988-04-28 00:00:00-04:00,0.1698402573422688,0.1698402573422688,0.16779398918151858,0.16779398918151855,193600,0.0,0.0
1988-04-29 00:00:00-04:00,0.16779398918151858,0.1698402573422688,0.16779398918151858,0.16779398918151855,129600,0.0,0.0
1988-05-02 00:00:00-04:00,0.16779405201774045,0.16984032094478604,0.16779405201774045,0.16984032094478607,85600,0.0,0.0
1988-05-03 00:00:00-04:00,0.1698402573422688,0.1698402573422688,0.16779398918151858,0.16779398918151855,157600,0.0,0.0
1988-05-04 00:00:00-04:00,0.16779398918151858,0.1698402573422688,0.16779398918151858,0.16779398918151855,114400,0.0,0.0
1988-05-05 00:00:00-04:00,0.16779398918151858,0.1698402573422688,0.16779398918151858,0.16779398918151855,104800,0.0,0.0
1988-05-06 00:00:00-04:00,0.16779405201774045,0.16984032094478604,0.16779405201774045,0.16984032094478607,70800,0.0,0.0
1988-05-09 00:00:00-04:00,0.16779398918151858,0.16779398918151858,0.16779398918151858,0.16779398918151855,76000,0.0,0.0
1988-05-10 00:00:00-04:00,0.16779405201774045,0.16984032094478604,0.16779405201774045,0.16984032094478607,128800,0.0,0.0
1988-05-11 00:00:00-04:00,0.16779406055992033,0.16779406055992033,0.16574779152870178,0.16574779152870178,238800,0.0,0.0
1988-05-12 00:00:00-04:00,0.16779405201774045,0.16984032094478604,0.16779405201774045,0.16984032094478607,131200,0.0,0.0
1988-05-13 00:00:00-04:00,0.16984032094478604,0.17188658987183167,0.16984032094478604,0.16984032094478607,138400,0.0,0.0
1988-05-16 00:00:00-04:00,0.1698402946903592,0.17188656330108643,0.1698402946903592,0.17188656330108643,91600,0.0,0.0
1988-05-17 00:00:00-04:00,0.17188656330108643,0.17188656330108643,0.1698402946903592,0.17188656330108643,102400,0.0,0.0
1988-05-18 00:00:00-04:00,0.17188656330108643,0.17188656330108643,0.1698402946903592,0.17188656330108643,178000,0.0,0.0
1988-05-19 00:00:00-04:00,0.17188658987183167,0.17188658987183167,0.16984032094478604,0.16984032094478607,141600,0.0,0.0
1988-05-20 00:00:00-04:00,0.16984032094478604,0.17188658987183167,0.16984032094478604,0.16984032094478607,83200,0.0,0.0
1988-05-23 00:00:00-04:00,0.1698402946903592,0.17188656330108643,0.1698402946903592,0.17188656330108643,32000,0.0,0.0
1988-05-24 00:00:00-04:00,0.17188658987183167,0.17188658987183167,0.16984032094478604,0.16984032094478607,101600,0.0,0.0
1988-05-25 00:00:00-04:00,0.1698402946903592,0.17188656330108643,0.1698402946903592,0.17188656330108643,66400,0.0,0.0
1988-05-26 00:00:00-04:00,0.17188658987183167,0.17188658987183167,0.16984032094478604,0.16984032094478607,138400,0.0,0.0
1988-05-27 00:00:00-04:00,0.1698402946903592,0.17188656330108643,0.1698402946903592,0.17188656330108643,35200,0.0,0.0
1988-05-31 00:00:00-04:00,0.17188656330108643,0.17188656330108643,0.1698402946903592,0.17188656330108643,201600,0.0,0.0
1988-06-01 00:00:00-04:00,0.17188656330108643,0.17393283191181363,0.1698402946903592,0.17188656330108643,71600,0.0,0.0
1988-06-02 00:00:00-04:00,0.17188656680724199,0.17597910411217632,0.17188656680724199,0.17393283545970917,73200,0.0,0.0
1988-06-03 00:00:00-04:00,0.17393283545970917,0.17597910411217632,0.17393283545970917,0.17393283545970917,24800,0.0,0.0
1988-06-06 00:00:00-04:00,0.17393282419720363,0.17597909271717072,0.17393282419720363,0.17597909271717072,59600,0.0,0.0
1988-06-07 00:00:00-04:00,0.17597909271717072,0.17802536123713783,0.17597909271717072,0.17597909271717072,119600,0.0,0.0
1988-06-08 00:00:00-04:00,0.17597909631400271,0.17802536487579346,0.17597909631400271,0.17802536487579346,151200,0.0,0.0
1988-06-09 00:00:00-04:00,0.17802536843175237,0.1800716370344162,0.17802536843175237,0.1800716370344162,135200,0.0,0.0
1988-06-10 00:00:00-04:00,0.1800716370344162,0.1800716370344162,0.17802536843175237,0.1800716370344162,107200,0.0,0.0
1988-06-13 00:00:00-04:00,0.18007158161549086,0.18211784958839417,0.18007158161549086,0.18211784958839417,49600,0.0,0.0
1988-06-14 00:00:00-04:00,0.18211784958839417,0.18621038553420077,0.18211784958839417,0.18211784958839417,114800,0.0,0.0
1988-06-15 00:00:00-04:00,0.18211784958839417,0.18416411756129747,0.18211784958839417,0.18211784958839417,161200,0.0,0.0
1988-06-16 00:00:00-04:00,0.18211784958839417,0.18416411756129747,0.18211784958839417,0.18211784958839417,55200,0.0,0.0
1988-06-17 00:00:00-04:00,0.18211784958839417,0.18416411756129747,0.18211784958839417,0.18211784958839417,81600,0.0,0.0
1988-06-20 00:00:00-04:00,0.182118001083533,0.18416427075862885,0.182118001083533,0.18416427075862885,52800,0.0,0.0
1988-06-21 00:00:00-04:00,0.18416417423974382,0.18416417423974382,0.1800716370344162,0.1800716370344162,66400,0.0,0.0
1988-06-22 00:00:00-04:00,0.1800716370344162,0.18211790563708,0.1800716370344162,0.1800716370344162,71200,0.0,0.0
1988-06-23 00:00:00-04:00,0.18007163343758417,0.18007163343758417,0.17802536487579346,0.17802536487579346,53600,0.0,0.0
1988-06-24 00:00:00-04:00,0.1780253727646435,0.1780253727646435,0.17393283545970917,0.17393283545970917,73200,0.0,0.0
