Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-06-09 00:00:00-04:00,1.8129772035207035,1.8366488258779923,1.782343144006991,1.8046224117279053,2883700,0.0,0.0
2005-06-10 00:00:00-04:00,1.8101912628725185,1.8101912628725185,1.7433534953695178,1.7517081499099731,482000,0.0,0.0
2005-06-13 00:00:00-04:00,1.7684185597166162,1.7684185597166162,1.733607170223002,1.7447468042373657,67700,0.0,0.0
2005-06-14 00:00:00-04:00,1.7433534890331481,1.7447458429216036,1.7405685156665587,1.7419610023498535,33000,0.0,0.0
2005-06-15 00:00:00-04:00,1.7544937160082197,1.7823427952094058,1.7405691100101843,1.7753804922103882,99400,0.0,0.0
2005-06-16 00:00:00-04:00,1.7879134555392546,1.7879134555392546,1.7698115123096265,1.7739888429641724,15300,0.0,0.0
2005-06-17 00:00:00-04:00,1.775380491203404,1.8101918733838627,1.775380491203404,1.803229570388794,40400,0.0,0.0
2005-06-20 00:00:00-04:00,1.8255088337371064,1.8255088337371064,1.7962672673937254,1.803229570388794,43600,0.0,0.0
2005-06-21 00:00:00-04:00,1.8032296937224217,1.824116604136208,1.782342916103529,1.7962673902511597,33900,0.0,0.0
2005-06-22 00:00:00-04:00,1.8032295703887942,1.8101918733838627,1.7962672673937254,1.803229570388794,15200,0.0,0.0
2005-06-23 00:00:00-04:00,1.803229443913562,1.803229443913562,1.7893049716949463,1.7893049716949463,4400,0.0,0.0
2005-06-24 00:00:00-04:00,1.789305219574791,1.8101919971936837,1.789305219574791,1.7962673902511597,25900,0.0,0.0
2005-06-27 00:00:00-04:00,1.7893051004063887,1.8074069023132322,1.7753804943912486,1.8074069023132324,3100,0.0,0.0
2005-06-28 00:00:00-04:00,1.8087993862258722,1.8087993862258722,1.7962672673937254,1.803229570388794,22400,0.0,0.0
2005-06-29 00:00:00-04:00,1.8032299242966205,1.8241168373811607,1.8018374368653358,1.8046224117279053,47800,0.0,0.0
2005-06-30 00:00:00-04:00,1.8046221809756529,1.8087995099404528,1.7336069245995878,1.7962673902511597,149100,0.0,0.0
2005-07-01 00:00:00-04:00,1.7893049716949463,1.7962671414068165,1.785127510513974,1.7893049716949463,49100,0.0,0.0
2005-07-05 00:00:00-04:00,1.8101919971936837,1.8101919971936837,1.7962673902511597,1.7962673902511597,7800,0.0,0.0
2005-07-06 00:00:00-04:00,1.7962673902511597,1.7962673902511597,1.7934825485395909,1.7962673902511597,2300,0.0,0.0
2005-07-07 00:00:00-04:00,1.7893048562934155,1.8004444864678057,1.782342554235705,1.7934821844100952,6100,0.0,0.0
2005-07-08 00:00:00-04:00,1.7962672673937254,1.8032295703887942,1.7962672673937254,1.803229570388794,8300,0.0,0.0
2005-07-11 00:00:00-04:00,1.8032305475829928,1.8032305475829928,1.7684191465377808,1.7684191465377808,4600,0.0,0.0
2005-07-12 00:00:00-04:00,1.7962671414068165,1.7962671414068165,1.786519997574298,1.7893049716949463,16900,0.0,0.0
2005-07-13 00:00:00-04:00,1.789304974867111,1.7948747903234068,1.7753803698289339,1.7823426723480225,11000,0.0,0.0
2005-07-14 00:00:00-04:00,1.7823426723480225,1.796267144591324,1.7767728568917267,1.7823426723480225,52600,0.0,0.0
2005-07-15 00:00:00-04:00,1.7823426723480225,1.796267144591324,1.7795576982224368,1.7823426723480225,21400,0.0,0.0
2005-07-18 00:00:00-04:00,1.782343646960112,1.782343646960112,1.7614567279815674,1.7614567279815674,7100,0.0,0.0
2005-07-19 00:00:00-04:00,1.782342549319452,1.7865198774246092,1.7544934739602926,1.7781652212142944,93600,0.0,0.0
2005-07-20 00:00:00-04:00,1.7712031635289314,1.7753804922103882,1.7405691100101843,1.7753804922103882,33900,0.0,0.0
2005-07-21 00:00:00-04:00,1.7767738284581562,1.7767738284581562,1.7614567279815674,1.7614567279815674,2000,0.0,0.0
2005-07-22 00:00:00-04:00,1.782343760073848,1.782343760073848,1.7684191465377808,1.7684191465377808,3700,0.0,0.0
2005-07-25 00:00:00-04:00,1.8338633737559784,2.006527773949308,1.7962670223875827,1.8296860456466675,185200,0.0,0.0
2005-07-26 00:00:00-04:00,1.8867764362024078,1.8867764362024078,1.8101913893258077,1.8241159915924072,76600,0.0,0.0
2005-07-27 00:00:00-04:00,1.8450038491957672,1.8450038491957672,1.8115849434207396,1.8380415439605713,154000,0.0,0.0
2005-07-28 00:00:00-04:00,1.8310791320807422,1.8380414369104436,1.803230045556856,1.8087998628616333,58700,0.0,0.0
2005-07-29 00:00:00-04:00,1.817154771055698,1.835256711648911,1.8101924657821655,1.8101924657821655,44900,0.0,0.0
2005-08-01 00:00:00-04:00,1.8101913893258077,1.921587809074058,1.8101913893258077,1.8241159915924072,123000,0.0,0.0
2005-08-02 00:00:00-04:00,1.8450038491957672,1.8658906321064277,1.824117066285107,1.8380415439605713,46600,0.0,0.0
2005-08-03 00:00:00-04:00,1.8380407073181722,1.8798143869198078,1.8310784052520883,1.8505728244781494,90600,0.0,0.0
2005-08-04 00:00:00-04:00,1.8728536282847943,1.9146273423124243,1.8672838086007753,1.879815936088562,151400,0.0,0.0
2005-08-05 00:00:00-04:00,1.9076648871386832,1.9174121704289562,1.8965252486311992,1.914627194404602,98300,0.0,0.0
2005-08-08 00:00:00-04:00,1.9215878254264835,1.9355122950167294,1.8951311074537713,1.9090557098388672,27300,0.0,0.0
2005-08-09 00:00:00-04:00,1.9076638141680147,1.9341205403388566,1.9076638141680147,1.92158842086792,9600,0.0,0.0
2005-08-10 00:00:00-04:00,1.9215875715158688,1.9215875715158688,1.8380402338345923,1.87006676197052,25600,0.0,0.0
2005-08-11 00:00:00-04:00,1.8700674690741808,1.9285506010055542,1.8658900076541665,1.9285506010055542,11500,0.0,0.0
